DATE,FROM_CURRENCY,EXCHANGE_RATE
2024-10-29,INR,0.011890
2023-04-14,JPY,0.007530
2023-04-26,CHF,1.124580
2024-01-13,AUD,0.669790
2024-05-08,CAD,0.730220
2024-06-17,INR,0.011970
2024-10-31,EUR,1.083960
2024-04-14,AED,0.272320
2023-10-29,MXN,0.055210
2023-08-29,EUR,1.081150
2023-03-17,AED,0.272330
2023-09-09,INR,0.012040
2023-09-05,BRL,0.202420
2023-01-19,CAD,0.745620
2024-09-03,MXN,0.050640
2023-04-19,JPY,0.007450
2024-09-23,CAD,0.736960
2024-01-01,AUD,0.681830
2024-10-25,JPY,0.006580
2023-07-10,CAD,0.753300
2024-04-19,AED,0.272330
2023-07-12,MXN,0.058600
2024-04-29,AED,0.272290
2024-11-07,INR,0.011870
2024-07-04,SGD,0.737970
2023-05-10,CAD,0.747380
2023-12-25,CAD,0.754030
2023-04-02,CHF,1.093550
2024-08-01,INR,0.011950
2023-03-29,MXN,0.054690
2023-09-12,EUR,1.073650
2024-09-15,EUR,1.107720
2023-12-20,CAD,0.748080
2023-12-22,CHF,1.163250
2023-05-31,GBP,1.239070
2024-06-17,AUD,0.661590
2023-06-07,GBP,1.242640
2024-02-17,JPY,0.006660
2023-10-18,SGD,0.730550
2024-11-01,INR,0.011890
2024-04-24,CAD,0.730760
2024-10-20,CAD,0.724830
2023-10-25,AUD,0.635760
2024-08-12,CHF,1.155980
2023-05-08,CHF,1.123040
2024-07-30,SGD,0.744630
2023-12-27,GBP,1.270840
2024-10-14,AED,0.272280
2023-05-15,EUR,1.085160
2023-04-06,AED,0.272330
2024-03-31,SGD,0.741780
2024-09-02,BRL,0.178330
2023-03-21,EUR,1.072000
2023-05-30,BRL,0.200040
2023-11-05,MXN,0.057350
2023-07-08,JPY,0.007000
2024-07-26,INR,0.011940
2024-08-20,MXN,0.053520
2023-02-07,GBP,1.204200
2023-06-22,AED,0.272300
2024-03-20,JPY,0.006650
2023-09-17,CAD,0.739500
2024-04-18,BRL,0.190050
2024-01-21,BRL,0.202840
2024-07-04,AUD,0.669090
2024-05-16,CHF,1.105820
2024-10-14,CHF,1.166690
2023-09-18,SGD,0.734190
2024-10-19,GBP,1.304110
2024-09-13,MXN,0.050800
2023-07-03,SGD,0.739710
2024-08-16,BRL,0.182770
2023-02-23,INR,0.012070
2024-06-08,EUR,1.085300
2024-04-06,CHF,1.108090
2023-05-28,SGD,0.739250
2024-10-16,AUD,0.671180
2023-09-06,JPY,0.006790
2024-02-28,INR,0.012060
2024-07-23,CHF,1.125190
2023-10-29,AED,0.272280
2023-08-16,BRL,0.201130
2024-11-01,GBP,1.293410
2024-02-11,GBP,1.263110
2023-12-31,JPY,0.007090
2024-09-09,AUD,0.667090
2023-02-08,AED,0.272290
2023-04-03,AED,0.272330
2024-05-01,CHF,1.093350
2024-04-17,EUR,1.062260
2023-11-20,JPY,0.006680
2024-11-11,AED,0.272280
2023-07-28,BRL,0.211260
2023-05-19,INR,0.012110
2023-07-23,AED,0.272320
2023-02-03,EUR,1.096920
2024-08-29,JPY,0.006920
2024-11-03,JPY,0.006540
2023-03-04,CAD,0.735810
2024-02-11,JPY,0.006700
2023-06-09,GBP,1.249950
2024-02-11,SGD,0.743270
2024-10-05,BRL,0.182820
2023-07-13,EUR,1.107270
2024-11-17,AUD,0.646520
2023-07-18,AED,0.272310
2024-08-13,EUR,1.092560
2023-02-28,AED,0.272300
2023-02-23,JPY,0.007420
2023-10-04,INR,0.012020
2023-01-05,AUD,0.683060
2024-01-21,MXN,0.058560
2024-05-08,AUD,0.660730
2023-08-14,SGD,0.740230
2024-09-16,SGD,0.770650
2023-09-11,JPY,0.006770
2024-01-09,GBP,1.272520
2023-10-27,EUR,1.054940
2024-08-16,AUD,0.661770
2023-12-21,AED,0.272320
2024-09-18,EUR,1.112540
2023-01-11,AUD,0.689600
2024-01-19,MXN,0.058180
2024-08-29,EUR,1.113680
2024-07-25,CAD,0.724950
2023-04-01,AUD,0.669940
2023-10-28,BRL,0.200620
2023-12-12,INR,0.011990
2023-11-29,AED,0.272310
2023-08-01,EUR,1.101600
2024-09-03,AED,0.272300
2024-08-30,MXN,0.050670
2023-09-10,AED,0.272280
2023-07-10,BRL,0.205290
2023-04-06,BRL,0.197700
2023-02-01,CHF,1.084170
2024-01-12,AUD,0.669800
2023-04-16,BRL,0.203810
2023-06-30,CAD,0.754230
2024-04-10,SGD,0.742950
2024-10-20,AED,0.272280
2024-01-09,MXN,0.059320
2024-01-27,BRL,0.203510
2024-05-06,INR,0.011990
2023-12-26,JPY,0.007020
2023-04-06,JPY,0.007610
2023-01-29,MXN,0.053320
2023-01-11,CHF,1.084710
2024-02-14,GBP,1.261880
2024-02-16,AED,0.272300
2023-04-04,EUR,1.085760
2024-08-03,INR,0.011940
2024-05-02,SGD,0.733240
2024-04-19,SGD,0.735060
2023-09-11,GBP,1.246630
2024-04-23,GBP,1.235570
2024-07-25,AED,0.272290
2024-09-28,MXN,0.050940
2023-11-25,CAD,0.731930
2024-06-21,JPY,0.006310
2024-06-16,GBP,1.268770
2024-05-07,AUD,0.662370
2024-04-11,CAD,0.734260
2024-04-17,BRL,0.191420
2024-07-17,BRL,0.183910
2023-07-06,SGD,0.739690
2023-05-22,MXN,0.056260
2023-08-21,GBP,1.273900
2024-01-08,CHF,1.176310
2023-11-05,CHF,1.112140
2024-08-26,MXN,0.052320
2024-06-28,AUD,0.665590
2023-06-21,INR,0.012190
2023-08-01,MXN,0.059790
2023-06-23,JPY,0.007030
2024-09-17,SGD,0.771760
2023-12-24,INR,0.012010
2024-01-10,AED,0.272310
2024-10-06,SGD,0.766690
2023-02-01,BRL,0.196060
2023-01-29,CHF,1.086220
2023-05-02,EUR,1.099390
2023-01-02,AUD,0.682000
2024-05-11,AED,0.272290
2023-02-22,SGD,0.747170
2023-04-23,EUR,1.099030
2023-10-25,EUR,1.063200
2023-10-10,INR,0.012010
2024-08-28,SGD,0.767400
2023-07-11,AUD,0.666390
2023-05-28,AED,0.272340
2023-02-06,BRL,0.194150
2024-06-04,JPY,0.006380
2024-07-13,INR,0.011970
2023-07-09,AED,0.272280
2024-09-25,CHF,1.181850
2024-02-09,CHF,1.144610
2023-04-12,CHF,1.104820
2023-12-06,GBP,1.261850
2023-10-06,AUD,0.635660
2024-10-13,GBP,1.307220
2023-01-16,BRL,0.196310
2023-02-10,CHF,1.087090
2023-11-12,AED,0.272280
2024-10-21,EUR,1.086850
2023-08-10,BRL,0.204100
2023-03-30,AUD,0.668490
2024-01-19,INR,0.012030
2023-10-04,BRL,0.196170
2023-10-30,JPY,0.006680
2023-09-07,MXN,0.057070
2024-08-11,EUR,1.091650
2024-07-15,EUR,1.090610
2024-04-27,JPY,0.006370
2023-02-26,JPY,0.007330
2023-08-21,CHF,1.133520
2024-04-08,AED,0.272290
2024-10-11,CAD,0.728110
2023-05-08,AED,0.272350
2023-03-10,SGD,0.739410
2024-06-09,CHF,1.115460
2024-06-29,SGD,0.737180
2023-06-13,JPY,0.007170
2024-09-08,GBP,1.313270
2024-03-03,MXN,0.058790
2023-04-26,SGD,0.748270
2023-09-04,AUD,0.645550
2023-10-17,CHF,1.109390
2024-09-16,EUR,1.107810
2023-05-22,EUR,1.080840
2024-08-24,MXN,0.051820
2023-03-24,INR,0.012160
2023-06-24,CAD,0.758220
2024-07-25,INR,0.011950
2023-01-07,CHF,1.070460
2023-11-25,GBP,1.257190
2024-02-12,AUD,0.652490
2023-09-05,JPY,0.006830
2024-10-19,AED,0.272290
2024-02-08,AED,0.272290
2023-06-04,EUR,1.070910
2023-12-02,SGD,0.748550
2023-08-11,AED,0.272300
2024-10-13,CAD,0.726630
2023-09-26,BRL,0.202120
2023-05-18,AUD,0.665610
2023-06-25,AUD,0.667930
2024-03-31,BRL,0.199450
2024-07-12,EUR,1.085590
2024-04-10,CAD,0.736660
2024-11-02,CHF,1.152940
2024-03-29,AED,0.272350
2024-05-21,JPY,0.006410
2023-12-29,BRL,0.206780
2023-04-22,EUR,1.097230
2024-10-07,AED,0.272280
2024-02-23,INR,0.012060
2023-08-11,BRL,0.204690
2024-06-12,JPY,0.006360
2024-04-27,EUR,1.071410
2023-03-19,INR,0.012120
2023-10-17,BRL,0.198040
2024-07-06,SGD,0.740960
2024-06-28,BRL,0.181300
2023-10-20,EUR,1.056110
2024-03-05,MXN,0.058850
2024-04-16,BRL,0.194310
2023-07-26,JPY,0.007080
2023-08-06,JPY,0.007060
2023-12-22,AED,0.272320
2024-04-26,GBP,1.249500
2024-10-23,GBP,1.298550
2023-12-10,AUD,0.657860
2023-10-14,EUR,1.052720
2024-03-30,CHF,1.109190
2024-09-20,GBP,1.325250
2024-01-11,CAD,0.747400
2023-04-25,CHF,1.127320
2023-07-16,CHF,1.160000
2024-06-04,EUR,1.086790
2024-08-16,AED,0.272290
2023-03-10,EUR,1.056580
2023-10-08,AED,0.272280
2023-05-21,AED,0.272380
2024-09-29,SGD,0.780770
2023-01-27,CHF,1.088510
2024-06-15,INR,0.011970
2023-09-29,CAD,0.741170
2023-02-25,AUD,0.676750
2024-10-14,AUD,0.675000
2023-06-23,AUD,0.677370
2023-09-19,EUR,1.067600
2023-11-18,INR,0.012010
2023-05-25,SGD,0.741920
2024-08-28,MXN,0.051170
2024-05-23,JPY,0.006390
2023-08-04,JPY,0.007000
2024-02-21,AUD,0.654730
2024-10-03,GBP,1.327790
2024-08-22,JPY,0.006870
2024-01-09,EUR,1.094940
2024-06-17,BRL,0.186170
2024-03-21,CHF,1.124650
2023-02-21,SGD,0.748690
2023-09-19,SGD,0.733360
2024-06-06,AUD,0.665060
2023-10-24,INR,0.012030
2023-09-02,JPY,0.006860
2023-10-25,MXN,0.054990
2024-01-06,AUD,0.670580
2024-08-06,GBP,1.277540
2024-04-13,EUR,1.066930
2024-03-28,BRL,0.200850
2024-06-09,AUD,0.658090
2023-05-27,JPY,0.007140
2024-06-25,EUR,1.071920
2024-11-06,GBP,1.299300
2023-08-23,MXN,0.059000
2024-07-13,BRL,0.183930
2024-01-31,CHF,1.159940
2024-03-06,JPY,0.006660
2023-09-30,SGD,0.732820
2024-05-15,INR,0.011980
2023-02-11,CHF,1.083120
2023-08-23,AUD,0.642760
2023-05-23,SGD,0.743400
2023-04-23,SGD,0.749790
2024-09-17,AED,0.272290
2023-08-12,SGD,0.740500
2024-06-12,AED,0.272290
2024-09-02,AED,0.272280
2023-02-28,AUD,0.672520
2024-08-27,AED,0.272290
2024-02-22,CHF,1.135840
2023-05-02,MXN,0.055670
2023-02-12,AUD,0.692030
2023-07-03,AED,0.272290
2024-03-14,GBP,1.279650
2024-04-13,JPY,0.006530
2023-04-26,INR,0.012200
2023-03-09,GBP,1.183420
2024-08-10,SGD,0.755490
2024-01-01,INR,0.012040
2023-01-02,CAD,0.738540
2023-05-18,MXN,0.056990
2023-01-18,JPY,0.007780
2024-04-19,MXN,0.058780
2024-02-26,INR,0.012060
2023-03-10,JPY,0.007330
2023-08-22,CAD,0.738620
2023-07-14,AUD,0.685340
2024-11-12,CHF,1.137980
2024-05-24,JPY,0.006380
2024-10-18,BRL,0.176470
2024-04-10,JPY,0.006590
2023-04-18,EUR,1.095610
2024-01-01,JPY,0.007090
2023-01-15,MXN,0.053320
2023-04-10,CAD,0.740340
2024-02-23,AED,0.272290
2023-04-28,CHF,1.119710
2023-11-17,AED,0.272300
2024-04-22,GBP,1.237240
2024-04-28,JPY,0.006320
2024-01-18,MXN,0.057900
2024-07-05,JPY,0.006200
2024-06-18,INR,0.011970
2023-12-05,JPY,0.006810
2023-04-30,GBP,1.257050
2024-01-23,CAD,0.743860
2023-10-01,JPY,0.006700
2024-09-17,JPY,0.007120
2023-06-07,AUD,0.665710
2023-06-24,BRL,0.209350
2023-03-16,EUR,1.064250
2024-10-19,INR,0.011900
2023-12-18,SGD,0.750500
2023-02-15,INR,0.012080
2024-09-12,BRL,0.176820
2023-02-07,AED,0.272300
2023-02-14,BRL,0.192490
2023-04-01,JPY,0.007520
2024-01-03,MXN,0.058870
2024-10-30,BRL,0.174650
2023-05-06,GBP,1.261540
2023-12-01,CAD,0.736190
2024-05-12,INR,0.011970
2024-11-08,SGD,0.754610
2023-10-06,SGD,0.730360
2023-01-19,MXN,0.053470
2023-07-21,INR,0.012190
2023-05-11,MXN,0.056600
2023-07-26,INR,0.012220
2023-04-26,MXN,0.055480
2023-06-16,INR,0.012190
2024-11-16,SGD,0.744860
2024-11-15,CAD,0.713310
2024-07-02,MXN,0.054510
2024-08-06,SGD,0.755880
2024-10-20,SGD,0.763320
2023-08-03,CAD,0.750910
2023-09-11,AED,0.272280
2023-06-18,INR,0.012200
2023-12-16,MXN,0.058100
2023-09-17,AED,0.272280
2023-10-05,INR,0.012010
2023-08-15,GBP,1.268280
2024-07-23,MXN,0.055620
2023-09-20,JPY,0.006770
2023-05-29,AED,0.272340
2024-04-30,JPY,0.006380
2024-07-16,SGD,0.744840
2024-10-06,AUD,0.679490
2023-06-14,CHF,1.103960
2023-02-24,EUR,1.060570
2024-10-13,MXN,0.051880
2023-05-30,INR,0.012110
2023-09-10,INR,0.012050
2024-08-18,CHF,1.154720
2023-12-30,SGD,0.758040
2023-01-11,AED,0.272300
2024-10-21,BRL,0.175740
2024-07-31,AED,0.272290
2023-07-08,GBP,1.278440
2024-08-20,AUD,0.670450
2024-02-12,SGD,0.743270
2023-02-19,AUD,0.687980
2023-04-29,BRL,0.200640
2024-06-29,CAD,0.730030
2024-02-19,SGD,0.743160
2024-07-04,JPY,0.006190
2024-05-08,SGD,0.739040
2023-05-30,JPY,0.007120
2023-08-21,MXN,0.058650
2024-04-15,BRL,0.195470
2024-11-17,INR,0.011840
2023-10-04,GBP,1.207790
2023-03-19,GBP,1.218970
2023-06-16,CHF,1.113710
2024-05-24,GBP,1.271700
2023-01-13,MXN,0.052910
2023-01-31,GBP,1.238000
2023-04-18,CAD,0.747530
2024-09-03,CAD,0.741080
2024-08-19,GBP,1.294740
2024-05-19,GBP,1.270270
2024-03-22,BRL,0.201190
2024-02-28,GBP,1.268390
2024-07-22,GBP,1.291880
2024-03-16,AUD,0.656460
2024-10-10,EUR,1.095660
2023-12-23,EUR,1.101200
2023-04-20,SGD,0.749370
2024-03-15,CAD,0.741040
2023-10-12,SGD,0.733770
2024-07-11,AUD,0.674420
2023-11-10,AED,0.272300
2023-07-28,GBP,1.289790
2024-01-21,INR,0.012030
2024-02-09,INR,0.012050
2023-12-24,AUD,0.680540
2024-06-05,CHF,1.120270
2023-08-16,GBP,1.270680
2023-09-04,CHF,1.129220
2024-02-16,INR,0.012050
2024-03-01,CAD,0.736640
2023-01-02,MXN,0.051370
2024-02-27,BRL,0.200520
2023-05-14,AED,0.272380
2024-10-20,EUR,1.086850
2024-02-12,EUR,1.078660
2024-02-24,CHF,1.135640
2023-12-15,AED,0.272330
2023-04-25,CAD,0.738950
2023-01-04,BRL,0.185420
2023-12-01,EUR,1.093010
2023-02-25,CHF,1.067410
2023-10-21,GBP,1.214110
2023-07-30,GBP,1.285300
2024-07-28,BRL,0.176830
2024-06-10,CHF,1.115460
2023-12-20,SGD,0.751520
2024-05-20,CHF,1.100040
2024-01-18,BRL,0.202890
2023-11-25,AUD,0.657370
2024-09-11,INR,0.011910
2023-07-28,AED,0.272310
2023-11-08,INR,0.012010
2024-01-18,GBP,1.265750
2023-12-01,INR,0.012000
2023-07-19,CAD,0.758180
2024-10-05,SGD,0.768920
2023-01-24,INR,0.012300
2024-06-04,MXN,0.057590
2023-05-12,EUR,1.093870
2024-09-28,BRL,0.183960
2024-02-19,BRL,0.201400
2024-07-19,CAD,0.730570
2023-04-15,GBP,1.247850
2024-06-21,AED,0.272290
2024-01-28,CAD,0.743590
2023-02-18,INR,0.012080
2024-05-18,AED,0.272290
2024-06-18,BRL,0.185700
2024-01-01,EUR,1.103810
2023-09-15,AUD,0.643890
2023-12-11,AED,0.272340
2024-01-08,JPY,0.006920
2023-11-30,JPY,0.006790
2023-02-06,JPY,0.007620
2024-07-11,AED,0.272290
2024-08-16,GBP,1.284810
2024-04-25,CAD,0.730560
2023-01-30,SGD,0.762410
2024-05-28,CAD,0.732710
2023-04-11,BRL,0.197520
2023-01-22,MXN,0.053020
2024-03-28,JPY,0.006600
2024-03-07,AUD,0.653670
2024-03-27,EUR,1.084230
2023-06-29,INR,0.012190
2023-11-25,SGD,0.746090
2024-04-03,AUD,0.650480
2023-08-05,AED,0.272300
2023-11-19,AUD,0.651510
2024-10-10,CHF,1.164680
2023-09-05,EUR,1.079350
2024-06-10,MXN,0.054390
2023-04-26,EUR,1.101380
2023-07-16,GBP,1.309480
2023-09-01,BRL,0.203540
2024-02-18,MXN,0.058650
2023-01-19,EUR,1.081090
2024-04-16,AED,0.272330
2023-06-25,AED,0.272320
2023-05-02,SGD,0.749180
2023-12-08,EUR,1.078040
2023-04-25,MXN,0.055620
2024-02-02,EUR,1.082830
2023-11-16,CHF,1.125880
2023-03-24,JPY,0.007640
2024-07-01,SGD,0.737640
2024-01-31,EUR,1.083640
2024-05-22,MXN,0.060310
2023-08-10,CHF,1.141780
2023-02-07,JPY,0.007560
2024-03-28,CAD,0.735950
2024-04-23,EUR,1.065460
2023-08-01,GBP,1.285170
2024-01-13,MXN,0.059250
2024-02-09,BRL,0.200890
2023-07-27,INR,0.012200
2024-06-10,CAD,0.726480
2024-04-09,INR,0.012010
2023-07-05,CHF,1.115830
2024-03-19,CAD,0.738710
2024-07-22,JPY,0.006350
2023-04-03,SGD,0.751480
2024-11-12,MXN,0.049240
2024-06-07,JPY,0.006420
2023-12-03,SGD,0.749970
2024-01-04,SGD,0.753190
2023-05-03,EUR,1.098630
2023-07-02,MXN,0.058440
2023-04-21,CHF,1.117610
2024-08-26,CHF,1.179840
2024-07-10,SGD,0.740540
2023-10-24,GBP,1.219260
2024-09-17,CHF,1.183060
2023-08-26,MXN,0.059560
2023-01-29,INR,0.012270
2023-08-25,AUD,0.644710
2023-03-31,INR,0.012170
2024-02-06,SGD,0.743040
2024-02-25,INR,0.012060
2024-09-06,JPY,0.006970
2024-09-29,CHF,1.190050
2024-08-01,JPY,0.006620
2023-03-28,BRL,0.190980
2023-03-10,CHF,1.066550
2024-06-16,CAD,0.728230
2024-08-13,AUD,0.658990
2023-12-09,AUD,0.659560
2023-11-27,AED,0.272290
2023-12-27,AED,0.272320
2023-06-18,EUR,1.094330
2023-01-31,MXN,0.053260
2023-02-17,JPY,0.007470
2023-01-05,MXN,0.051670
2023-07-03,BRL,0.208930
2023-01-22,EUR,1.085660
2024-11-13,SGD,0.747770
2024-10-01,SGD,0.780090
2023-05-13,BRL,0.202970
2023-07-30,SGD,0.752050
2023-12-11,CHF,1.136570
2024-05-19,CAD,0.734750
2024-02-16,MXN,0.058590
2024-09-22,SGD,0.774950
2024-10-12,AED,0.272280
2024-07-06,CHF,1.113910
2023-01-05,GBP,1.203660
2023-04-06,CAD,0.743290
2024-01-10,MXN,0.059240
2023-04-24,INR,0.012190
2023-07-17,EUR,1.123020
2024-06-06,EUR,1.087480
2024-01-07,EUR,1.094440
2024-10-20,BRL,0.175700
2023-08-17,AUD,0.644590
2024-03-28,SGD,0.742060
2024-08-13,CHF,1.153800
2024-08-09,INR,0.011910
2023-11-21,SGD,0.746370
2023-02-07,BRL,0.193750
2023-11-13,BRL,0.203930
2023-06-05,MXN,0.056980
2024-08-20,JPY,0.006830
2023-05-07,CAD,0.747800
2024-07-04,INR,0.011980
2023-03-09,CHF,1.061650
2024-06-07,MXN,0.056860
2024-02-29,MXN,0.058530
2024-05-08,AED,0.272310
2023-09-22,MXN,0.058300
2023-02-21,CAD,0.742800
2023-06-07,BRL,0.203230
2024-09-09,SGD,0.767730
2023-02-20,JPY,0.007450
2023-03-31,AED,0.272340
2023-07-11,AED,0.272300
2024-05-09,SGD,0.737620
2024-10-03,AUD,0.689210
2023-12-13,MXN,0.057650
2024-01-12,SGD,0.751530
2023-01-26,SGD,0.760210
2023-09-08,CAD,0.732010
2023-03-25,AED,0.272330
2024-07-31,MXN,0.053480
2023-08-26,AED,0.272300
2023-12-18,CAD,0.747780
2023-04-30,SGD,0.749730
2023-11-04,CAD,0.729520
2023-10-13,BRL,0.198150
2024-02-06,CHF,1.150400
2023-05-03,INR,0.012230
2024-02-22,MXN,0.058640
2023-08-31,JPY,0.006840
2023-03-25,BRL,0.190310
2023-11-19,EUR,1.091370
2024-05-03,CAD,0.729690
2024-03-05,INR,0.012060
2024-03-21,GBP,1.272790
2023-11-06,INR,0.012030
2023-09-06,AED,0.272300
2024-01-14,AED,0.272320
2023-06-05,BRL,0.201780
2023-10-18,EUR,1.056250
2024-08-03,MXN,0.052600
2024-03-17,GBP,1.273730
2024-03-10,CAD,0.741760
2024-03-07,INR,0.012070
2023-10-22,BRL,0.198700
2024-08-24,GBP,1.315380
2024-09-19,JPY,0.007050
2024-06-06,SGD,0.742100
2024-03-18,AUD,0.656190
2024-02-20,EUR,1.077850
2024-05-13,AUD,0.660460
2023-01-31,EUR,1.087280
2024-01-05,JPY,0.006940
2023-05-19,CAD,0.741690
2024-08-20,GBP,1.296990
2024-03-28,MXN,0.060220
2024-05-29,EUR,1.087110
2024-08-18,MXN,0.053680
2023-07-15,SGD,0.757390
2023-07-31,INR,0.012150
2024-02-01,BRL,0.202120
2023-06-25,CHF,1.115050
2024-02-22,INR,0.012060
2024-10-18,AUD,0.669280
2024-02-06,JPY,0.006730
2023-11-28,CAD,0.733370
2023-07-22,INR,0.012190
2024-06-17,MXN,0.054200
2023-12-13,EUR,1.078550
2023-08-19,CAD,0.738190
2024-06-14,BRL,0.185560
2024-07-14,CHF,1.118240
2024-05-02,AUD,0.649040
2023-12-24,JPY,0.007020
2023-01-21,SGD,0.756930
2024-08-30,JPY,0.006910
2024-08-11,GBP,1.275930
2023-10-10,GBP,1.220880
2024-09-21,EUR,1.116330
2024-04-13,MXN,0.060420
2024-04-20,AUD,0.641190
2024-05-19,JPY,0.006430
2023-06-06,GBP,1.241990
2024-01-03,CAD,0.752950
2024-07-12,INR,0.011970
2024-05-23,AED,0.272300
2023-02-17,AED,0.272290
2024-03-13,CHF,1.139820
2024-10-28,CAD,0.719880
2023-02-10,GBP,1.212220
2024-10-02,CHF,1.181670
2024-07-28,SGD,0.744960
2023-05-07,EUR,1.102000
2023-02-18,BRL,0.192370
2024-10-13,CHF,1.166780
2024-01-30,JPY,0.006760
2024-02-23,MXN,0.058570
2024-09-07,AUD,0.671040
2024-08-11,AUD,0.657270
2024-02-18,CHF,1.135470
2023-01-05,JPY,0.007620
2024-09-19,GBP,1.320150
2024-01-25,AUD,0.658800
2023-03-23,JPY,0.007560
2023-08-27,EUR,1.079580
2024-03-24,SGD,0.741610
2023-10-20,JPY,0.006680
2023-04-13,MXN,0.055210
2023-05-23,JPY,0.007240
2024-06-03,CHF,1.108550
2023-04-21,SGD,0.750180
2023-10-20,MXN,0.054660
2024-07-16,INR,0.011970
2024-08-14,CHF,1.154880
2023-01-11,SGD,0.751110
2023-06-21,JPY,0.007060
2023-12-23,MXN,0.058820
2024-04-21,CAD,0.727400
2024-05-04,AUD,0.659560
2023-04-28,INR,0.012230
2024-02-07,AUD,0.650700
2023-07-22,GBP,1.286230
2023-11-22,CHF,1.131930
2023-09-14,SGD,0.734680
2024-01-14,GBP,1.275530
2024-08-23,BRL,0.180980
2023-07-04,JPY,0.006920
2023-06-04,SGD,0.741040
2024-06-23,JPY,0.006260
2024-10-26,AED,0.272290
2023-04-28,CAD,0.734330
2023-10-08,SGD,0.733330
2024-01-21,CAD,0.744750
2023-09-07,EUR,1.072830
2023-12-30,CAD,0.755620
2023-12-05,GBP,1.265570
2023-09-22,INR,0.012030
2024-07-06,AED,0.272290
2023-04-14,AED,0.272350
2024-06-18,SGD,0.739310
2024-01-31,AED,0.272300
2023-08-04,MXN,0.058110
2024-08-09,SGD,0.754470
2024-03-30,JPY,0.006610
2023-11-14,AED,0.272300
2023-03-08,MXN,0.055440
2024-03-02,AED,0.272310
2024-08-06,INR,0.011910
2023-05-28,CAD,0.734390
2023-06-15,CAD,0.751630
2023-12-04,JPY,0.006810
2023-03-29,AED,0.272350
2023-06-28,CHF,1.118210
2024-07-16,GBP,1.297490
2023-05-28,BRL,0.200300
2024-03-10,BRL,0.200830
2024-07-20,EUR,1.088680
2024-03-04,AED,0.272320
2023-04-26,AUD,0.665400
2023-01-24,AUD,0.700220
2023-09-08,CHF,1.120840
2023-01-28,CAD,0.750730
2023-07-31,SGD,0.751960
2023-07-19,MXN,0.059760
2023-06-16,AUD,0.683550
2023-11-19,CAD,0.729080
2024-05-13,INR,0.011970
2024-06-17,SGD,0.738950
2023-02-18,MXN,0.054000
2024-04-29,SGD,0.733980
2023-05-25,CHF,1.107420
2023-07-01,SGD,0.738390
2024-11-05,SGD,0.758730
2024-03-23,SGD,0.741880
2024-06-12,SGD,0.739090
2023-07-07,AED,0.272310
2023-09-25,SGD,0.733080
2023-09-27,INR,0.012010
2024-06-07,AED,0.272300
2024-11-02,EUR,1.086080
2023-08-21,SGD,0.737210
2023-01-23,CHF,1.086990
2024-11-14,AED,0.272290
2024-02-06,AUD,0.649530
2023-08-09,AED,0.272300
2024-03-15,EUR,1.091930
2024-02-08,SGD,0.744570
2023-02-04,MXN,0.053240
2024-10-19,CAD,0.724810
2023-09-06,SGD,0.735420
2024-10-17,CHF,1.158290
2023-04-25,GBP,1.250030
2023-06-11,SGD,0.744870
2024-05-22,BRL,0.195820
2024-09-27,BRL,0.183330
2024-02-02,JPY,0.006820
2024-02-23,GBP,1.265500
2024-02-25,GBP,1.267400
2024-04-29,INR,0.011990
2023-02-17,AUD,0.689930
2023-01-23,INR,0.012350
2023-01-20,EUR,1.081280
2024-05-15,BRL,0.194490
2024-04-07,EUR,1.083950
2023-11-06,JPY,0.006700
2024-04-24,AED,0.272320
2024-01-07,JPY,0.006920
2023-10-23,CHF,1.120690
2023-05-04,EUR,1.104170
2024-03-31,MXN,0.060410
2023-10-14,CHF,1.105040
2023-01-10,AED,0.272310
2024-04-02,CAD,0.737950
2024-08-30,INR,0.011920
2024-01-29,CHF,1.157740
2024-06-12,BRL,0.186740
2023-06-12,EUR,1.075070
2024-06-13,INR,0.011970
2023-12-05,AED,0.272340
2023-09-10,GBP,1.246390
2024-08-26,AUD,0.679700
2024-10-08,CAD,0.735410
2024-11-18,MXN,0.049160
2024-02-04,CHF,1.153600
2024-09-28,EUR,1.116400
2023-08-22,CHF,1.136340
2023-05-23,AED,0.272370
2024-01-31,BRL,0.201950
2024-01-26,CAD,0.740510
2023-10-14,AUD,0.631130
2023-03-07,BRL,0.192910
2023-07-29,EUR,1.100010
2024-10-26,GBP,1.297370
2024-11-08,JPY,0.006510
2023-10-07,AED,0.272290
2024-10-28,EUR,1.079710
2024-07-12,JPY,0.006240
2024-10-15,SGD,0.765020
2023-06-02,SGD,0.740690
2023-09-16,CHF,1.115840
2023-09-07,INR,0.012030
2024-06-11,EUR,1.075790
2023-12-05,SGD,0.748530
2024-01-11,BRL,0.204170
2023-12-29,EUR,1.109940
2023-10-07,MXN,0.054820
2024-06-04,AUD,0.666410
2024-05-09,CHF,1.100850
2023-03-27,JPY,0.007650
2023-07-12,CHF,1.133950
2024-04-20,BRL,0.191370
2023-12-19,SGD,0.750660
2024-03-15,INR,0.012060
2024-02-24,AUD,0.656670
2024-02-01,AED,0.272290
2023-12-21,BRL,0.204990
2023-02-08,EUR,1.072030
2023-09-29,SGD,0.730490
2023-10-29,EUR,1.056630
2023-10-09,BRL,0.194270
2024-06-02,GBP,1.274370
2024-06-24,BRL,0.184160
2023-03-05,AUD,0.677050
2024-08-06,AUD,0.647860
2023-09-28,BRL,0.199500
